repo_name,repo_url,login,profile_url,location,country,prs_opened,prs_merged,pr_accept_rate,avg_time_to_merge,commits_total,issues_opened,stars_own_repos,contribution_period,activity_frequency,pr_requested_as_reviewer_rate
express,https://github.com/expressjs/express,ksato9700,https://github.com/ksato9700,"Tokyo, JAPAN",Japan,143,42,29.37,5.14,134,3,9027,22,6.09,10.81
express,https://github.com/expressjs/express,justinabrahms,https://github.com/justinabrahms,"Portland, OR",United States,134,95,70.9,4.81,338,7,2107,27,12.52,38.88
express,https://github.com/expressjs/express,darrentorpey,https://github.com/darrentorpey,"Massachusetts, USA",United States,131,13,9.92,6.38,54,22,2769,20,2.7,6.65
express,https://github.com/expressjs/express,dee-kap,https://github.com/dee-kap,"Sydney, Australia",Australia,61,39,63.93,3.64,45,2,7941,34,1.32,36.44
express,https://github.com/expressjs/express,vcsjones,https://github.com/vcsjones,"Alexandria, VA",Holy See (Vatican City State),1,0,0.0,4.17,0,47,509,11,0.0,32.31
express,https://github.com/expressjs/express,deniztetik,https://github.com/deniztetik,"New York, NY",United States,98,57,58.16,1.65,205,4,237,58,3.53,23.11
express,https://github.com/expressjs/express,dresende,https://github.com/dresende,"Aveiro, PT",Portugal,120,80,66.67,10.31,103,47,6024,57,1.81,34.72
express,https://github.com/expressjs/express,davidwood,https://github.com/davidwood,"Austin, TX",United States,93,46,49.46,4.75,129,9,5889,34,3.79,32.36
express,https://github.com/expressjs/express,bullwinkle,https://github.com/bullwinkle,"Tel Aviv, Israel",Israel,123,52,42.28,9.64,175,4,8782,9,19.44,42.83
express,https://github.com/expressjs/express,dpopp07,https://github.com/dpopp07,"Austin, TX",United States,68,18,26.47,10.69,71,17,4454,15,4.73,11.42
express,https://github.com/expressjs/express,lvn,https://github.com/lvn,"Waterloo, Ontario",Canada,127,79,62.2,10.57,90,19,3002,56,1.61,8.37
express,https://github.com/expressjs/express,esco,https://github.com/esco,NYC,United States,98,59,60.2,12.11,260,25,3759,21,12.38,29.56
express,https://github.com/expressjs/express,fabien,https://github.com/fabien,Belgium,Belgium,1,0,0.0,4.54,0,18,8427,6,0.0,10.03
express,https://github.com/expressjs/express,fbrandt-dev,https://github.com/fbrandt-dev,Germany,Germany,91,40,43.96,8.15,60,16,7940,1,60.0,46.94
express,https://github.com/expressjs/express,hamzaOp,https://github.com/hamzaOp,Morocco,Morocco,79,27,34.18,3.86,97,2,2515,37,2.62,2.6
express,https://github.com/expressjs/express,taemin-fp,https://github.com/taemin-fp,Seoul,India,16,3,18.75,4.0,10,7,8880,40,0.25,41.65
express,https://github.com/expressjs/express,guyellis,https://github.com/guyellis,"Scottsdale, AZ",Azerbaijan,123,28,22.76,10.53,34,39,7221,45,0.76,12.96
express,https://github.com/expressjs/express,iconoeugen,https://github.com/iconoeugen,"Bonn, Germany",Germany,98,31,31.63,7.93,87,50,8660,8,10.88,4.86
obs-studio,https://github.com/obsproject/obs-studio,derrod,https://github.com/derrod,Germany,Germany,62,25,40.32,4.79,85,42,8734,33,2.58,17.62
obs-studio,https://github.com/obsproject/obs-studio,RytoEX,https://github.com/RytoEX,"PA, USA",United States,145,7,4.83,8.53,22,30,8331,48,0.46,15.12
obs-studio,https://github.com/obsproject/obs-studio,notr1ch,https://github.com/notr1ch,The Netherlands,Netherlands,117,47,40.17,12.27,129,28,8368,46,2.8,8.43
obs-studio,https://github.com/obsproject/obs-studio,tytan652,https://github.com/tytan652,France,France,86,34,39.53,8.23,143,26,752,40,3.58,31.91
obs-studio,https://github.com/obsproject/obs-studio,WizardCM,https://github.com/WizardCM,"Melbourne, Australia",Australia,71,52,73.24,13.2,143,5,9783,31,4.61,0.09
obs-studio,https://github.com/obsproject/obs-studio,PatTheMav,https://github.com/PatTheMav,Germany,Germany,16,12,75.0,0.54,54,43,544,44,1.23,29.32
obs-studio,https://github.com/obsproject/obs-studio,gxalpha,https://github.com/gxalpha,Germany,Germany,31,2,6.45,8.54,7,39,1573,4,1.75,5.82
obs-studio,https://github.com/obsproject/obs-studio,DDRBoxman,https://github.com/DDRBoxman,"Austin, TX",United States,135,11,8.15,2.5,20,45,3149,60,0.33,42.21
obs-studio,https://github.com/obsproject/obs-studio,GeorgesStavracas,https://github.com/GeorgesStavracas,"São Paulo, Brasil",Brazil,9,3,33.33,9.43,14,34,4642,46,0.3,41.96
obs-studio,https://github.com/obsproject/obs-studio,pkviet,https://github.com/pkviet,France,France,93,42,45.16,4.5,184,4,6229,31,5.94,48.07
obs-studio,https://github.com/obsproject/obs-studio,kkartaltepe,https://github.com/kkartaltepe,United States,United States,20,15,75.0,6.51,37,13,4386,42,0.88,21.1
obs-studio,https://github.com/obsproject/obs-studio,norihiro,https://github.com/norihiro,Japan,Japan,105,73,69.52,10.21,189,46,5548,49,3.86,30.46
obs-studio,https://github.com/obsproject/obs-studio,kc5nra,https://github.com/kc5nra,"Austin, TX",United States,31,9,29.03,12.07,18,3,8387,24,0.75,22.12
obs-studio,https://github.com/obsproject/obs-studio,admshao,https://github.com/admshao,Brazil,Brazil,42,23,54.76,6.78,115,25,8957,24,4.79,25.18
obs-studio,https://github.com/obsproject/obs-studio,Gol-D-Ace,https://github.com/Gol-D-Ace,Germany,Germany,86,39,45.35,1.32,67,19,4480,35,1.91,38.31
obs-studio,https://github.com/obsproject/obs-studio,exeldro,https://github.com/exeldro,Netherlands,Netherlands,16,11,68.75,13.77,12,3,2500,35,0.34,22.88
obs-studio,https://github.com/obsproject/obs-studio,tt2468,https://github.com/tt2468,Southern California,United States,106,78,73.58,6.91,106,42,7315,59,1.8,23.3
obs-studio,https://github.com/obsproject/obs-studio,VodBox,https://github.com/VodBox,"Victoria, Australia",Australia,72,28,38.89,1.41,85,29,6738,31,2.74,27.11
obs-studio,https://github.com/obsproject/obs-studio,dsaedtler,https://github.com/dsaedtler,Germany,Germany,63,5,7.94,12.41,14,16,1007,45,0.31,11.76
obs-studio,https://github.com/obsproject/obs-studio,computerquip,https://github.com/computerquip,"San Antonio, TX",United States,132,48,36.36,5.79,89,24,4173,26,3.42,36.63
obs-studio,https://github.com/obsproject/obs-studio,Fenrirthviti,https://github.com/Fenrirthviti,"IL, USA",United States,23,9,39.13,12.21,26,48,7328,46,0.57,15.72
obs-studio,https://github.com/obsproject/obs-studio,shiina424,https://github.com/shiina424,Japan,Japan,129,66,51.16,1.68,148,5,6836,30,4.93,38.17
obs-studio,https://github.com/obsproject/obs-studio,Xaymar,https://github.com/Xaymar,Germany,Germany,84,25,29.76,1.91,41,7,2265,12,3.42,40.02
obs-studio,https://github.com/obsproject/obs-studio,paulh-aja,https://github.com/paulh-aja,"Grass Valley, CA",Canada,78,54,69.23,12.86,254,48,7796,34,7.47,26.61
obs-studio,https://github.com/obsproject/obs-studio,dodgepong,https://github.com/dodgepong,"Atlanta, GA",Gabon,104,28,26.92,9.61,32,40,8913,33,0.97,32.17
obs-studio,https://github.com/obsproject/obs-studio,reboot,https://github.com/reboot,Germany,Germany,120,57,47.5,1.15,74,12,4916,5,14.8,24.97
obs-studio,https://github.com/obsproject/obs-studio,tuduweb,https://github.com/tuduweb,CSC,Portugal,132,62,46.97,5.75,153,9,2445,58,2.64,37.29
obs-studio,https://github.com/obsproject/obs-studio,tommyvct,https://github.com/tommyvct,Beautiful British Columbia,Canada,15,9,60.0,10.25,35,15,9384,18,1.94,29.12
obs-studio,https://github.com/obsproject/obs-studio,flaeri,https://github.com/flaeri,Norway,Norway,33,15,45.45,11.42,30,20,8027,4,7.5,32.55
obs-studio,https://github.com/obsproject/obs-studio,SCG82,https://github.com/SCG82,Southern California,United States,52,32,61.54,8.32,100,49,3880,26,3.85,26.72
obs-studio,https://github.com/obsproject/obs-studio,yuriy-chumak,https://github.com/yuriy-chumak,"Kiev, Ukraine",Ukraine,56,19,33.93,12.12,61,34,1470,28,2.18,19.47
obs-studio,https://github.com/obsproject/obs-studio,craftwar,https://github.com/craftwar,Taiwan,Taiwan,128,33,25.78,3.33,87,5,920,12,7.25,41.84
obs-studio,https://github.com/obsproject/obs-studio,eric,https://github.com/eric,"Seattle, WA",United States,96,20,20.83,9.43,47,40,7423,56,0.84,0.95
obs-studio,https://github.com/obsproject/obs-studio,fzwoch,https://github.com/fzwoch,"Berlin, Germany",Germany,77,11,14.29,8.62,40,32,6008,52,0.77,0.81
obs-studio,https://github.com/obsproject/obs-studio,Chiitoo,https://github.com/Chiitoo,Gentoo,United Kingdom,149,80,53.69,12.76,88,32,3354,31,2.84,47.4
obs-studio,https://github.com/obsproject/obs-studio,JohannMG,https://github.com/JohannMG,"Seattle, WA",United States,43,21,48.84,7.58,49,38,116,47,1.04,9.82
obs-studio,https://github.com/obsproject/obs-studio,Scrxtchy,https://github.com/Scrxtchy,Australia,Australia,42,25,59.52,11.3,123,22,1769,48,2.56,39.45
obs-studio,https://github.com/obsproject/obs-studio,Sean-Der,https://github.com/Sean-Der,"Columbus, OH",United States,14,1,7.14,2.81,5,47,2019,23,0.22,35.97
obs-studio,https://github.com/obsproject/obs-studio,mntone,https://github.com/mntone,"Osaka, Japan",Japan,21,5,23.81,1.85,7,22,8511,22,0.32,12.65
obs-studio,https://github.com/obsproject/obs-studio,marcan,https://github.com/marcan,"Tokyo, Japan",Japan,100,36,36.0,6.22,172,20,9592,52,3.31,37.01
obs-studio,https://github.com/obsproject/obs-studio,c3r1c3,https://github.com/c3r1c3,"New Orleans, LA",Lao People's Democratic Republic,19,10,52.63,11.07,42,50,5470,20,2.1,17.2
obs-studio,https://github.com/obsproject/obs-studio,ujifgc,https://github.com/ujifgc,"Izhevsk, Russia",Russia,23,13,56.52,4.33,44,11,3490,23,1.91,17.38
obs-studio,https://github.com/obsproject/obs-studio,Palakis,https://github.com/Palakis,"Lille, France",France,35,11,31.43,12.0,50,37,116,10,5.0,39.63
obs-studio,https://github.com/obsproject/obs-studio,chippydip,https://github.com/chippydip,"Irvine, CA",Canada,81,34,41.98,4.09,36,46,5897,37,0.97,14.83
obs-studio,https://github.com/obsproject/obs-studio,nowrep,https://github.com/nowrep,Germany,Germany,90,39,43.33,1.69,41,44,6824,25,1.64,4.13
obs-studio,https://github.com/obsproject/obs-studio,offthegrid-mike,https://github.com/offthegrid-mike,Sydney,Australia,49,24,48.98,12.51,81,0,6586,12,6.75,21.22
obs-studio,https://github.com/obsproject/obs-studio,QuinnDamerell-MS,https://github.com/QuinnDamerell-MS,"Redmond, WA",United States,128,10,7.81,8.61,39,9,4122,31,1.26,43.39
obs-studio,https://github.com/obsproject/obs-studio,ElectronicWar,https://github.com/ElectronicWar,"Chemnitz, Germany",Germany,133,18,13.53,2.65,50,18,4351,24,2.08,17.54
obs-studio,https://github.com/obsproject/obs-studio,ePirat,https://github.com/ePirat,"Berlin, Germany",Germany,6,2,33.33,12.48,5,25,8131,7,0.71,5.79
obs-studio,https://github.com/obsproject/obs-studio,allenh1,https://github.com/allenh1,"Media, PA",Panama,117,66,56.41,2.75,73,25,2429,3,24.33,26.45
obs-studio,https://github.com/obsproject/obs-studio,GoaLitiuM,https://github.com/GoaLitiuM,Finland,Finland,96,1,1.04,2.17,5,13,7764,46,0.11,25.75
obs-studio,https://github.com/obsproject/obs-studio,tmatth,https://github.com/tmatth,Montreal,Canada,105,77,73.33,6.88,288,19,662,21,13.71,23.58
obs-studio,https://github.com/obsproject/obs-studio,Bennik2000,https://github.com/Bennik2000,Germany,Germany,93,65,69.89,3.43,212,0,4049,23,9.22,26.05
obs-studio,https://github.com/obsproject/obs-studio,Rosuav,https://github.com/Rosuav,"Melbourne, AU",Australia,39,22,56.41,12.64,34,41,4358,44,0.77,25.12
obs-studio,https://github.com/obsproject/obs-studio,amt,https://github.com/amt,Seattle,United States,55,10,18.18,8.77,25,46,6349,24,1.04,41.5
obs-studio,https://github.com/obsproject/obs-studio,azatoth,https://github.com/azatoth,Malmö,Sweden,68,23,33.82,3.63,26,38,7875,52,0.5,0.15
obs-studio,https://github.com/obsproject/obs-studio,makise-homura,https://github.com/makise-homura,"Russia, Moscow",Russia,14,3,21.43,3.69,11,13,6437,38,0.29,10.33
obs-studio,https://github.com/obsproject/obs-studio,MaZderMind,https://github.com/MaZderMind,"Mainz, Germany",Germany,19,1,5.26,7.31,3,1,4035,22,0.14,49.19
obs-studio,https://github.com/obsproject/obs-studio,miawgogo,https://github.com/miawgogo,"Bristol, UK",United Kingdom,19,8,42.11,6.62,35,14,7555,59,0.59,9.13
obs-studio,https://github.com/obsproject/obs-studio,CoDEmanX,https://github.com/CoDEmanX,Germany,Germany,16,1,6.25,9.07,5,17,2806,18,0.28,2.77
obs-studio,https://github.com/obsproject/obs-studio,CodyJung,https://github.com/CodyJung,"Olathe, KS",United States,34,25,73.53,12.37,44,37,5832,57,0.77,31.9
obs-studio,https://github.com/obsproject/obs-studio,srgpqt,https://github.com/srgpqt,Québec,Canada,6,3,50.0,3.64,9,10,7220,35,0.26,40.6
obs-studio,https://github.com/obsproject/obs-studio,rsiv,https://github.com/rsiv,Greater New York City area,United States,130,64,49.23,11.82,142,39,3588,20,7.1,2.85
obs-studio,https://github.com/obsproject/obs-studio,openglfreak,https://github.com/openglfreak,Germany,Germany,18,0,0.0,13.34,0,24,2016,17,0.0,15.05
obs-studio,https://github.com/obsproject/obs-studio,pgwipeout,https://github.com/pgwipeout,United States,United States,14,0,0.0,10.44,0,0,4081,3,0.0,38.44
obs-studio,https://github.com/obsproject/obs-studio,shousa,https://github.com/shousa,Japan,Japan,51,39,76.47,13.75,195,25,1514,53,3.68,31.09
obs-studio,https://github.com/obsproject/obs-studio,cpyarger,https://github.com/cpyarger,"Pittsburgh, PA",Panama,56,10,17.86,7.42,15,45,5389,51,0.29,47.76
obs-studio,https://github.com/obsproject/obs-studio,FBirth,https://github.com/FBirth,Germany,Germany,110,10,9.09,12.76,44,36,2277,10,4.4,27.42
obs-studio,https://github.com/obsproject/obs-studio,glikely,https://github.com/glikely,UK,United Kingdom,44,23,52.27,1.85,40,14,4999,47,0.85,19.1
obs-studio,https://github.com/obsproject/obs-studio,clone1018,https://github.com/clone1018,"Pittsburgh, PA",Panama,64,34,53.12,0.64,150,28,8953,57,2.63,36.2
obs-studio,https://github.com/obsproject/obs-studio,pobrn,https://github.com/pobrn,Hungary,Hungary,139,51,36.69,2.94,186,21,6915,7,26.57,14.66
obs-studio,https://github.com/obsproject/obs-studio,AlexWayfer,https://github.com/AlexWayfer,Moscow,Россия,68,18,26.47,10.15,84,14,8921,55,1.53,31.95
obs-studio,https://github.com/obsproject/obs-studio,benklett,https://github.com/benklett,Germany,Germany,49,23,46.94,9.68,52,6,5574,3,17.33,47.29
obs-studio,https://github.com/obsproject/obs-studio,dtcooper,https://github.com/dtcooper,"New York, NY",United States,19,7,36.84,13.98,29,12,9917,37,0.78,8.63
obs-studio,https://github.com/obsproject/obs-studio,GloriousEggroll,https://github.com/GloriousEggroll,"Denver, Colorado",United States,86,36,41.86,4.31,161,20,8070,47,3.43,11.88
obs-studio,https://github.com/obsproject/obs-studio,FiniteSingularity,https://github.com/FiniteSingularity,Minnesota,United States,64,3,4.69,0.93,5,26,2135,27,0.19,43.79
obs-studio,https://github.com/obsproject/obs-studio,dkorkmazturk,https://github.com/dkorkmazturk,"Orlando, FL",United States,124,82,66.13,9.28,303,22,7936,33,9.18,22.69
obs-studio,https://github.com/obsproject/obs-studio,mr-c,https://github.com/mr-c,"Berlin, Germany",Germany,131,17,12.98,7.89,49,13,9493,25,1.96,40.98
obs-studio,https://github.com/obsproject/obs-studio,strager,https://github.com/strager,"Bloomington, IN, USA",United States,76,29,38.16,2.48,51,41,62,49,1.04,2.92
obs-studio,https://github.com/obsproject/obs-studio,Savestate2A03,https://github.com/Savestate2A03,"Redmond, Washington",United States,40,22,55.0,12.18,23,19,6648,23,1.0,45.61
obs-studio,https://github.com/obsproject/obs-studio,jp-bennett,https://github.com/jp-bennett,"Lawton, OK",United States,79,59,74.68,6.55,141,3,6383,11,12.82,28.64
obs-studio,https://github.com/obsproject/obs-studio,jhnbwrs,https://github.com/jhnbwrs,USA,United States,82,10,12.2,8.64,47,32,7153,22,2.14,42.42
obs-studio,https://github.com/obsproject/obs-studio,FlyGoat,https://github.com/FlyGoat,"Edinburgh, United Kingdom",United Kingdom,29,19,65.52,11.07,26,22,9526,29,0.9,0.82
obs-studio,https://github.com/obsproject/obs-studio,hernanrz,https://github.com/hernanrz,Venezuela,"Venezuela, Bolivarian Republic of",55,28,50.91,7.5,72,47,700,8,9.0,27.46
obs-studio,https://github.com/obsproject/obs-studio,akapar2016,https://github.com/akapar2016,"Melbourne, FL",United States,76,35,46.05,4.47,124,40,5749,28,4.43,26.09
obs-studio,https://github.com/obsproject/obs-studio,adray,https://github.com/adray,UK,United Kingdom,11,4,36.36,9.96,17,26,2153,34,0.5,42.92
obs-studio,https://github.com/obsproject/obs-studio,wt,https://github.com/wt,Silicon Valley,United States,123,74,60.16,10.99,318,23,3728,46,6.91,11.67
obs-studio,https://github.com/obsproject/obs-studio,grayed,https://github.com/grayed,Russia/Moscow,Russia,97,71,73.2,6.14,209,49,6871,23,9.09,42.07
obs-studio,https://github.com/obsproject/obs-studio,unknowndomain,https://github.com/unknowndomain,"London, UK",United Kingdom,125,93,74.4,8.55,458,8,9584,40,11.45,9.47
obs-studio,https://github.com/obsproject/obs-studio,Thulinma,https://github.com/Thulinma,Netherlands,Netherlands,43,25,58.14,5.26,64,36,5022,1,64.0,49.69
obs-studio,https://github.com/obsproject/obs-studio,takev,https://github.com/takev,Amsterdam,Netherlands,14,3,21.43,12.77,6,27,7046,51,0.12,8.27
obs-studio,https://github.com/obsproject/obs-studio,murillo128,https://github.com/murillo128,Madrid - Spain,Spain,66,26,39.39,7.45,29,50,330,44,0.66,48.3
obs-studio,https://github.com/obsproject/obs-studio,esden,https://github.com/esden,"USA, Oregon",United States,64,4,6.25,0.94,4,34,9966,59,0.07,36.06
obs-studio,https://github.com/obsproject/obs-studio,mondain,https://github.com/mondain,"Henderson, NV",United States,15,6,40.0,2.69,6,9,9440,4,1.5,30.06
obs-studio,https://github.com/obsproject/obs-studio,Staacks,https://github.com/Staacks,Germany,Germany,88,13,14.77,0.56,30,40,7987,60,0.5,9.33
obs-studio,https://github.com/obsproject/obs-studio,PancakeTAS,https://github.com/PancakeTAS,Germany,Germany,73,55,75.34,10.61,127,32,4132,26,4.88,23.05
obs-studio,https://github.com/obsproject/obs-studio,fredemmott,https://github.com/fredemmott,"Austin, TX",United States,16,11,68.75,9.4,11,13,4525,45,0.24,17.4
obs-studio,https://github.com/obsproject/obs-studio,koizuka,https://github.com/koizuka,"Saitama, Japan",Japan,20,16,80.0,2.2,47,12,395,21,2.24,40.38
obs-studio,https://github.com/obsproject/obs-studio,univrsal,https://github.com/univrsal,Germany,Germany,148,30,20.27,8.97,138,41,3069,36,3.83,40.76
obs-studio,https://github.com/obsproject/obs-studio,obiwac,https://github.com/obiwac,"Waterloo, Belgium ",Belgium,143,67,46.85,12.7,184,15,1657,46,4.0,17.81
obs-studio,https://github.com/obsproject/obs-studio,jw0z96,https://github.com/jw0z96,London,United Kingdom,120,76,63.33,3.77,105,19,4571,8,13.12,13.73
obs-studio,https://github.com/obsproject/obs-studio,hgonomeg,https://github.com/hgonomeg,Kraków,Poland,103,1,0.97,12.39,1,27,6916,29,0.03,22.83
obs-studio,https://github.com/obsproject/obs-studio,boombatower,https://github.com/boombatower,"Omaha, Nebraska",United States,10,6,60.0,12.55,18,47,7972,36,0.5,34.76
obs-studio,https://github.com/obsproject/obs-studio,ggodlewski,https://github.com/ggodlewski,Poland,Poland,113,25,22.12,12.22,44,42,2899,8,5.5,4.06
obs-studio,https://github.com/obsproject/obs-studio,FarzadKarkhani,https://github.com/FarzadKarkhani,Istanbul,Turkey,15,8,53.33,6.76,12,50,3087,32,0.38,17.78
obs-studio,https://github.com/obsproject/obs-studio,FabienLavocat,https://github.com/FabienLavocat,"San Diego, CA",Canada,100,23,23.0,3.0,24,6,3975,25,0.96,22.93
obs-studio,https://github.com/obsproject/obs-studio,ThoNohT,https://github.com/ThoNohT,Netherlands,Netherlands,118,30,25.42,10.26,75,26,6946,30,2.5,30.2
obs-studio,https://github.com/obsproject/obs-studio,hselasky,https://github.com/hselasky,Norway,Norway,147,100,68.03,10.84,249,22,4221,3,83.0,36.68
obs-studio,https://github.com/obsproject/obs-studio,dossy,https://github.com/dossy,"Butler, NJ",United States,66,47,71.21,13.64,159,5,6144,20,7.95,10.16
obs-studio,https://github.com/obsproject/obs-studio,bsstephan,https://github.com/bsstephan,"Madison, WI",United States,2,0,0.0,6.05,0,32,2621,14,0.0,5.78
obs-studio,https://github.com/obsproject/obs-studio,BenJuan26,https://github.com/BenJuan26,Toronto,Canada,29,7,24.14,4.55,25,22,104,25,1.0,29.33
obs-studio,https://github.com/obsproject/obs-studio,AuroraWright,https://github.com/AuroraWright,Italy,Italy,14,2,14.29,7.79,7,13,2833,30,0.23,34.57
obs-studio,https://github.com/obsproject/obs-studio,Arthus,https://github.com/Arthus,Germany,Germany,104,5,4.81,1.71,18,28,1785,56,0.32,7.9
obs-studio,https://github.com/obsproject/obs-studio,aet,https://github.com/aet,San Francisco,United States,69,11,15.94,6.61,30,25,7679,27,1.11,36.72
obs-studio,https://github.com/obsproject/obs-studio,arBmind,https://github.com/arBmind,Dresden / Germany,Germany,124,63,50.81,7.14,203,16,6277,3,67.67,43.86
obs-studio,https://github.com/obsproject/obs-studio,AidanDelaney,https://github.com/AidanDelaney,"London, UK",United Kingdom,79,30,37.97,0.91,145,6,716,18,8.06,33.45
obs-studio,https://github.com/obsproject/obs-studio,Nirusu,https://github.com/Nirusu,Germany,Germany,135,59,43.7,13.43,102,42,8469,3,34.0,22.23
obs-studio,https://github.com/obsproject/obs-studio,mac-cain13,https://github.com/mac-cain13,"Amersfoort, The Netherlands",Netherlands,69,47,68.12,9.28,156,10,7745,27,5.78,15.14
obs-studio,https://github.com/obsproject/obs-studio,matclayton,https://github.com/matclayton,"Cambridge, UK",United Kingdom,124,6,4.84,5.48,25,38,5530,28,0.89,25.19
obs-studio,https://github.com/obsproject/obs-studio,matticusfinch,https://github.com/matticusfinch,"Calgary, AB",Canada,132,24,18.18,9.26,39,42,5683,54,0.72,40.32
obs-studio,https://github.com/obsproject/obs-studio,henke37,https://github.com/henke37,Sweden,Sweden,141,56,39.72,1.24,183,10,7880,14,13.07,1.38
obs-studio,https://github.com/obsproject/obs-studio,jwoertink,https://github.com/jwoertink,"Las Vegas, NV",United States,35,14,40.0,7.04,67,49,7356,46,1.46,25.4
obs-studio,https://github.com/obsproject/obs-studio,johnboiles,https://github.com/johnboiles,"San Francisco, CA",Canada,132,103,78.03,3.8,176,43,7044,36,4.89,16.99
obs-studio,https://github.com/obsproject/obs-studio,f3ndot,https://github.com/f3ndot,Toronto,Canada,48,30,62.5,5.71,111,20,8781,38,2.92,27.07
obs-studio,https://github.com/obsproject/obs-studio,nocodedweb,https://github.com/nocodedweb,"Fort Collins, Colorado",United States,90,9,10.0,2.22,36,50,3795,38,0.95,27.7
obs-studio,https://github.com/obsproject/obs-studio,JustinLove,https://github.com/JustinLove,US Midwest,United States,53,33,62.26,3.66,129,20,6857,9,14.33,31.33
obs-studio,https://github.com/obsproject/obs-studio,remjey,https://github.com/remjey,Rennes (France),France,93,69,74.19,6.73,220,32,5553,27,8.15,38.89
obs-studio,https://github.com/obsproject/obs-studio,CatxFish,https://github.com/CatxFish,Taiwan,Taiwan,39,7,17.95,10.95,8,40,2434,48,0.17,9.22
obs-studio,https://github.com/obsproject/obs-studio,gkbrk,https://github.com/gkbrk,"Istanbul, Turkey",Turkey,132,56,42.42,8.14,101,35,7903,42,2.4,4.3
obs-studio,https://github.com/obsproject/obs-studio,haydenmc,https://github.com/haydenmc,"Seattle, WA",United States,62,23,37.1,6.64,72,8,2015,38,1.89,29.66
obs-studio,https://github.com/obsproject/obs-studio,cyberhicham,https://github.com/cyberhicham,"Paris, France",France,112,69,61.61,8.27,244,21,6535,17,14.35,37.8
obs-studio,https://github.com/obsproject/obs-studio,iblislin,https://github.com/iblislin,Taiwan,Taiwan,130,86,66.15,5.27,219,47,1784,50,4.38,36.87
obs-studio,https://github.com/obsproject/obs-studio,ikalnytskyi,https://github.com/ikalnytskyi,Ukraine,Ukraine,55,21,38.18,2.49,97,31,5751,19,5.11,6.45
obs-studio,https://github.com/obsproject/obs-studio,xahon,https://github.com/xahon,Turkey,Turkey,61,42,68.85,8.55,189,12,4901,36,5.25,38.94
obs-studio,https://github.com/obsproject/obs-studio,awarus,https://github.com/awarus,"Limassol, Cyprus",Cyprus,136,0,0.0,9.65,0,39,6900,49,0.0,18.74
obs-studio,https://github.com/obsproject/obs-studio,jdpurcell,https://github.com/jdpurcell,"Virginia Beach, VA, USA",United States,77,44,57.14,13.93,213,4,1638,21,10.14,16.58
obs-studio,https://github.com/obsproject/obs-studio,jaesharp,https://github.com/jaesharp,"Sydney, NSW, AU",Australia,117,58,49.57,4.54,244,27,7249,5,48.8,12.25
obs-studio,https://github.com/obsproject/obs-studio,xarses,https://github.com/xarses,"San Francisco, Bay Area, CA",Canada,109,83,76.15,6.38,178,17,7862,18,9.89,29.3
obs-studio,https://github.com/obsproject/obs-studio,MrDmitry,https://github.com/MrDmitry,"Seattle, WA",United States,135,0,0.0,1.57,0,40,8411,19,0.0,32.02
obs-studio,https://github.com/obsproject/obs-studio,DimitryAndric,https://github.com/DimitryAndric,The Netherlands,Netherlands,147,55,37.41,3.08,143,3,9782,19,7.53,15.32
obs-studio,https://github.com/obsproject/obs-studio,eropple,https://github.com/eropple,"Somerville, MA",Morocco,136,68,50.0,0.75,110,34,6981,46,2.39,24.56
obs-studio,https://github.com/obsproject/obs-studio,PalmerEk,https://github.com/PalmerEk,Pittsburgh,United States,117,84,71.79,8.08,137,25,9499,47,2.91,8.26
obs-studio,https://github.com/obsproject/obs-studio,flibitijibibo,https://github.com/flibitijibibo,"Georgia, USA",United States,88,56,63.64,0.51,173,1,3516,37,4.68,8.56
obs-studio,https://github.com/obsproject/obs-studio,EpicCoder,https://github.com/EpicCoder,Germany,Germany,133,0,0.0,13.53,0,30,2865,29,0.0,19.0
obs-studio,https://github.com/obsproject/obs-studio,teian,https://github.com/teian,"Aachen, DE",Germany,62,8,12.9,10.09,28,17,9096,27,1.04,15.97
obs-studio,https://github.com/obsproject/obs-studio,kamalmostafa,https://github.com/kamalmostafa,"Atascadero, CA, USA",United States,125,32,25.6,4.07,70,18,340,43,1.63,7.33
obs-studio,https://github.com/obsproject/obs-studio,karer,https://github.com/karer,"Poland, Wrocław",Poland,88,42,47.73,4.84,104,6,9620,27,3.85,37.6
obs-studio,https://github.com/obsproject/obs-studio,tumugin,https://github.com/tumugin,"Tokyo, Japan",Japan,6,4,66.67,11.17,5,21,2997,6,0.83,26.91
obs-studio,https://github.com/obsproject/obs-studio,keith-packard,https://github.com/keith-packard,"Portland, OR",United States,13,5,38.46,1.49,17,6,4108,35,0.49,1.14
obs-studio,https://github.com/obsproject/obs-studio,Eonfge,https://github.com/Eonfge,The Netherlands,Netherlands,114,49,42.98,13.89,184,13,93,36,5.11,41.93
obs-studio,https://github.com/obsproject/obs-studio,keylase,https://github.com/keylase,Tashkent,Iceland,146,75,51.37,4.66,143,12,3677,54,2.65,43.48
obs-studio,https://github.com/obsproject/obs-studio,gottagofaster236,https://github.com/gottagofaster236,Germany,Germany,125,50,40.0,11.16,132,11,7888,42,3.14,30.81
obs-studio,https://github.com/obsproject/obs-studio,laurin-Retnuh,https://github.com/laurin-Retnuh,Germany,Germany,66,15,22.73,1.38,69,48,6646,11,6.27,26.59
obs-studio,https://github.com/obsproject/obs-studio,viric,https://github.com/viric,Olot,Spain,67,30,44.78,8.64,97,14,4212,13,7.46,18.23
